kunde_id;firmenname;branche;plz;ort;ansprechpartner;email;niederlassung;betreuer;kundenstatus;rahmenvertrag;verrechnungssatz_std;letzte_anfrage;anfragen_2025;besetzungen_2025
KD-0393;Schäfer Schaltanlagen OHG;Elektro und Anlagenbau;07545;Gera;Enrico Becker;info@schaefer.de;Gera;Bergmann, A.;Interessent;Nein;;2026-07-31;0;0
KD-0394;Präzisionstechnik Schuster AG;Metall- und Kunststoffverarbeitung;07973;Greiz;Enrico Schröder;office@praezisionstec.de;Gera;Weber, M.;Inaktiv;Nein;31,67;2022-02-25;0;0
KD-0395;Kontraktlogistik Weber KG;Logistik und Lager;99817;Eisenach;Frank Vogel;personal@kontraktlogist.de;Gotha;Steinbrück, M.;Aktiv;Nein;27,19;2026-04-17;3;0
KD-0396;Drehteilewerk Gera GmbH & Co. KG;CNC-Zerspanung;07545;Gera;Enrico Hoffmann;hr@drehteilewerk.de;Gera;Bergmann, A.;Inaktiv;Nein;29,62;2021-03-20;0;0
KD-0397;Peters & Söhne Blechbearbeitung OHG;Metall- und Kunststoffverarbeitung;07549;Gera;Enrico Brandt;personal@peters.de;Gera;Weber, M.;Interessent;Nein;;2024-01-13;0;0
KD-0398;Druckerei Dietrich e.K.;Druck und Verpackung;06449;Aschersleben;Ralf Schumacher;office@druckerei.de;Aschersleben;Reuter, B.;Inaktiv;Nein;30,58;2022-05-11;0;0
KD-0399;Kontraktlogistik Kraus GmbH & Co. KG;Logistik und Lager;99734;Nordhausen;Kerstin Graf;hr@kontraktlogist.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Ja;27,93;2023-02-14;0;0
KD-0400;Winkler Spedition GmbH & Co. KG;Logistik und Lager;07407;Rudolstadt;Maik Engel;personal@winkler.de;Jena;Seidel, C.;Aktiv;Ja;26,01;2026-06-08;8;2
KD-0401;Tischlerei Weber KG;Tischlerei und Holzverarbeitung;07549;Gera;Yvonne Schneider;kontakt@tischlerei.de;Gera;Weber, M.;Aktiv;Ja;29,53;2025-11-21;10;3
KD-0402;Tischlerei Hartmann GmbH & Co. KG;Tischlerei und Holzverarbeitung;07381;Pößneck;Silke Schneider;hr@tischlerei.de;Gera;Steinbrück, M.;Inaktiv;Ja;30,20;2021-07-17;0;0
KD-0403;CNC-Technik Graf KG;CNC-Zerspanung;06484;Quedlinburg;Marco Kraus;hr@cnctechnik.de;Aschersleben;Kunze, J.;Aktiv;Nein;33,07;2026-05-05;6;3
KD-0404;Hahn Verwaltungsservice e.K.;Kaufmännische Dienstleistung;99427;Weimar;Maik Hoffmann;personal@hahn.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;29,36;2021-07-14;0;0
KD-0405;Ilmenauer Baugesellschaft GmbH;Bau und Baunebengewerbe;98693;Ilmenau;Ramona Heinrich;info@ilmenauer.de;Gotha;Rehberg, U.;Aktiv;Nein;30,94;2026-01-30;4;3
KD-0406;Präzisionstechnik Schmidt OHG;Metall- und Kunststoffverarbeitung;07937;Zeulenroda;Ralf Vogt;office@praezisionstec.de;Gera;Weber, M.;Aktiv;Nein;28,70;2026-07-20;4;1
KD-0407;Mühlhausener Metallwaren GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99974;Mühlhausen;Heike Berger;personal@muehlhausener.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Nein;26,72;2026-08-14;4;1
KD-0408;Schumacher Offsetdruck OHG;Druck und Verpackung;99091;Erfurt;Patrick Beck;personal@schumacher.de;Erfurt;Lindner, S.;Inaktiv;Nein;28,99;2024-11-26;0;0
KD-0409;Hofmann & Söhne Blechbearbeitung GmbH;Metall- und Kunststoffverarbeitung;07318;Saalfeld;Thomas Lang;office@hofmann.de;Jena;Seidel, C.;Aktiv;Ja;26,89;2026-07-15;7;2
KD-0410;Gothaer Metallwaren GmbH;Metall- und Kunststoffverarbeitung;99867;Gotha;Kerstin Schuster;verwaltung@gothaer.de;Gotha;Thiel, K.;Aktiv;Nein;29,81;2026-01-02;12;4
KD-0411;Druckerei Walter KG;Druck und Verpackung;99885;Ohrdruf;Ines Dietrich;verwaltung@druckerei.de;Gotha;Steinbrück, M.;Aktiv;Nein;30,23;2026-04-02;14;6
KD-0412;Kontraktlogistik Neumann OHG;Logistik und Lager;07749;Jena;Carolin Schneider;verwaltung@kontraktlogist.de;Jena;Grunewald, F.;Inaktiv;Nein;23,98;2022-11-08;0;0
KD-0413;Erfurter Umschlaglager GmbH & Co. KG;Logistik und Lager;99087;Erfurt;Thomas Richter;info@erfurter.de;Erfurt;Pfaff, R.;Aktiv;Ja;26,07;2026-08-09;7;1
KD-0414;Ilmenauer Druckhaus OHG;Druck und Verpackung;98693;Ilmenau;Elke Ludwig;kontakt@ilmenauer.de;Gotha;Steinbrück, M.;Interessent;Nein;;2026-03-31;0;0
KD-0415;Otto Offsetdruck GmbH;Druck und Verpackung;07749;Jena;Alexander Horn;kontakt@otto.de;Jena;Grunewald, F.;Aktiv;Ja;30,86;2026-07-29;6;3
KD-0416;Energietechnik Nordhausen KG;Elektro und Anlagenbau;99734;Nordhausen;Maik Schmidt;info@energietechnik.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;37,05;2022-03-21;0;0
KD-0417;Arnstadter Umschlaglager AG;Logistik und Lager;99310;Arnstadt;Heike Dietrich;hr@arnstadter.de;Erfurt;Kaiser, T.;Inaktiv;Nein;27,84;2021-06-01;0;0
KD-0418;Heilbad Heiligenstadter Druckhaus AG;Druck und Verpackung;37308;Heilbad Heiligenstadt;Kevin Meier;info@heilbad.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Nein;30,65;2020-05-21;0;0
KD-0419;Walter Schaltanlagen GmbH;Elektro und Anlagenbau;07318;Saalfeld;Michael Wagner;office@walter.de;Jena;Grunewald, F.;Inaktiv;Nein;31,71;2023-04-22;0;0
KD-0420;Wolf Offsetdruck GmbH;Druck und Verpackung;99510;Apolda;Manuela Werner;hr@wolf.de;Erfurt;Lindner, S.;Aktiv;Ja;27,37;2026-05-17;29;14
KD-0421;Mühlhausener Baugesellschaft GmbH;Bau und Baunebengewerbe;99974;Mühlhausen;Silke Pohl;info@muehlhausener.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;32,04;2024-04-13;0;0
KD-0422;Thüringer Kunststoffwerk Gera OHG;Metall- und Kunststoffverarbeitung;07549;Gera;Thomas Martin;info@thueringer.de;Gera;Bergmann, A.;Interessent;Nein;;2026-05-23;0;0
KD-0423;Bad Langensalzaer Backwaren GmbH;Lebensmittelproduktion;99947;Bad Langensalza;Maik Richter;hr@bad.de;Gotha;Thiel, K.;Aktiv;Nein;25,92;2025-12-30;3;0
KD-0424;Stein Verwaltungsservice AG;Kaufmännische Dienstleistung;37327;Leinefelde-Worbis;Marco Schneider;personal@stein.de;Heilbad Heiligenstadt;Marx, D.;Interessent;Nein;;2026-04-17;0;0
KD-0425;CNC-Technik Krüger OHG;CNC-Zerspanung;07745;Jena;Robert Engel;personal@cnctechnik.de;Jena;Seidel, C.;Aktiv;Ja;30,46;2026-06-21;3;1
KD-0426;Präzisionstechnik Engel GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99310;Arnstadt;Katrin Sommer;personal@praezisionstec.de;Erfurt;Kaiser, T.;Inaktiv;Nein;26,63;2025-06-23;0;0
KD-0427;Druckerei Jäger GmbH;Druck und Verpackung;07749;Jena;Petra Seidel;hr@druckerei.de;Jena;Steinbrück, M.;Inaktiv;Nein;26,81;2023-12-12;0;0
KD-0428;Innenausbau Koch e.K.;Tischlerei und Holzverarbeitung;99510;Apolda;Marco Scholz;kontakt@innenausbau.de;Erfurt;Pfaff, R.;Inaktiv;Nein;30,89;2023-12-11;0;0
KD-0429;Druckerei Lorenz GmbH;Druck und Verpackung;99427;Weimar;Alexander Schuster;verwaltung@druckerei.de;Erfurt;Pfaff, R.;Interessent;Nein;;2026-05-20;0;0
KD-0430;Bad Langensalzaer Druckhaus GmbH;Druck und Verpackung;99947;Bad Langensalza;Susanne Berger;info@bad.de;Gotha;Thiel, K.;Inaktiv;Nein;29,06;2020-04-27;0;0
KD-0431;Kundenzentrum Erfurt GmbH;Kaufmännische Dienstleistung;99087;Erfurt;Sandra Schneider;kontakt@kundenzentrum.de;Erfurt;Lindner, S.;Aktiv;Nein;30,22;2022-11-21;0;0
KD-0432;Drehteilewerk Gera KG;CNC-Zerspanung;07549;Gera;Beate Engel;office@drehteilewerk.de;Gera;Weber, M.;Inaktiv;Nein;32,28;2020-06-15;0;0
KD-0433;Energietechnik Gera GmbH;Elektro und Anlagenbau;07545;Gera;Jana Schulze;personal@energietechnik.de;Gera;Steinbrück, M.;Inaktiv;Nein;33,29;2024-04-01;0;0
KD-0434;Beck & Söhne Blechbearbeitung GmbH;Metall- und Kunststoffverarbeitung;99084;Erfurt;Yvonne Lange;kontakt@beck.de;Erfurt;Lindner, S.;Interessent;Nein;;2026-04-06;0;0
KD-0435;Elektromontage Haas GmbH & Co. KG;Elektro und Anlagenbau;06449;Aschersleben;Holger Groß;verwaltung@elektromontage.de;Aschersleben;Kunze, J.;Aktiv;Ja;33,92;2026-01-26;1;0
KD-0436;Becker Schaltanlagen GmbH & Co. KG;Elektro und Anlagenbau;37327;Leinefelde-Worbis;Sandra Haas;kontakt@becker.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Ja;37,76;2025-12-11;8;2
KD-0437;Schulze Abrechnungsdienste GmbH;Kaufmännische Dienstleistung;99098;Erfurt;Robert Hoffmann;hr@schulze.de;Erfurt;Steinbrück, M.;Interessent;Nein;;2024-12-22;0;0
KD-0438;Stadtrodaer Umschlaglager GmbH & Co. KG;Logistik und Lager;07646;Stadtroda;Dirk Braun;hr@stadtrodaer.de;Jena;Seidel, C.;Aktiv;Nein;28,34;2026-03-08;4;1
KD-0439;Elektromontage Seidel GmbH & Co. KG;Elektro und Anlagenbau;07318;Saalfeld;Steffen Ziegler;verwaltung@elektromontage.de;Jena;Steinbrück, M.;Inaktiv;Nein;34,36;2025-07-13;3;1
KD-0440;Logistikzentrum Gera GmbH & Co. KG;Logistik und Lager;07545;Gera;;verwaltung@logistikzentru.de;Gera;Bergmann, A.;Inaktiv;Nein;24,86;2021-09-12;0;0
KD-0441;Zerspanungstechnik Heilbad Heiligenstadt e.K.;CNC-Zerspanung;37308;Heilbad Heiligenstadt;Katrin Krüger;verwaltung@zerspanungstec.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;34,39;2021-10-27;0;0
KD-0442;Fuchs Metallverarbeitung GmbH & Co. KG;Metall- und Kunststoffverarbeitung;39418;Staßfurt;Manuela Hoffmann;personal@fuchs.de;Aschersleben;Kunze, J.;Inaktiv;Ja;29,13;2019-08-10;0;0
KD-0443;Kundenzentrum Gotha GmbH;Kaufmännische Dienstleistung;99867;Gotha;Sven Meyer;kontakt@kundenzentrum.de;Gotha;Steinbrück, M.;Inaktiv;Nein;29,86;2019-10-19;0;0
KD-0444;Energietechnik Weimar GmbH;Elektro und Anlagenbau;99423;Weimar;Andreas Schuster;verwaltung@energietechnik.de;Erfurt;Lindner, S.;Aktiv;Ja;34,58;2026-03-23;3;0
KD-0445;Distributionszentrum Leinefelde-Worbis GmbH & Co. KG;Logistik und Lager;37327;Leinefelde-Worbis;Andreas Köhler;kontakt@distributionsz.de;Heilbad Heiligenstadt;Hille, P.;Interessent;Nein;;2026-06-13;0;0
KD-0446;Druckerei Peters GmbH;Druck und Verpackung;99086;Erfurt;Kathrin Peters;hr@druckerei.de;Erfurt;Kaiser, T.;Aktiv;Nein;26.35;2026-01-20;2;0
KD-0447;Zerspanungstechnik Jena GmbH;CNC-Zerspanung;07743;Jena;Dirk Groß;info@zerspanungstec.de;Jena;Seidel, C.;Interessent;Nein;;2019-04-09;0;0
KD-0448;Drehteilewerk Jena OHG;CNC-Zerspanung;07749;Jena;Patrick Ludwig;hr@drehteilewerk.de;Jena;Grunewald, F.;Inaktiv;Nein;32,54;2023-09-10;0;0
KD-0449;Faltschachtel Jena OHG;Druck und Verpackung;07743;Jena;Simone Haas;verwaltung@faltschachtel.de;Jena;Seidel, C.;Aktiv;Ja;27,41;2025-11-21;2;1
KD-0450;Energietechnik Leinefelde-Worbis GmbH & Co. KG;Elektro und Anlagenbau;37327;Leinefelde-Worbis;Michael Hahn;personal@energietechnik.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;33,25;2025-12-04;9;5
KD-0451;Bernburger Druckhaus e.K.;Druck und Verpackung;06406;Bernburg;Marco Pohl;hr@bernburger.de;Aschersleben;Reuter, B.;Aktiv;Ja;26,34;2026-01-12;3;1
KD-0452;Martin Spedition e.K.;Logistik und Lager;99423;Weimar;Marcel Albrecht;kontakt@martin.de;Erfurt;Kaiser, T.;Interessent;Nein;;2024-08-21;0;0
KD-0453;Zerspanungstechnik Zeulenroda GmbH & Co. KG;CNC-Zerspanung;07937;Zeulenroda;Steffen Hartmann;info@zerspanungstec.de;Gera;Bergmann, A.;Interessent;Nein;;2026-07-17;0;0
KD-0454;Quedlinburger Druckhaus GmbH & Co. KG;Druck und Verpackung;06484;Quedlinburg;Michael Möller;kontakt@quedlinburger.de;Aschersleben;Reuter, B.;Inaktiv;Nein;27,04;2021-07-11;0;0
KD-0455;Servicecenter Gotha GmbH;Kaufmännische Dienstleistung;99867;Gotha;Uwe Dietrich;kontakt@servicecenter.de;Gotha;Rehberg, U.;Inaktiv;Nein;30,79;2025-01-11;2;1
KD-0456;Drehteilewerk Saalfeld e.K.;CNC-Zerspanung;7318;Saalfeld;Frank Simon;verwaltung@drehteilewerk.de;Jena;Grunewald, F.;Aktiv;Nein;34,04;2025-12-07;7;2
KD-0457;Brandt & Söhne Blechbearbeitung KG;Metall- und Kunststoffverarbeitung;99086;Erfurt;Christian Kraus;hr@brandt.de;Erfurt;Lindner, S.;Inaktiv;Nein;30,05;2023-12-17;0;0
KD-0458;Meier & Söhne Blechbearbeitung GmbH & Co. KG;Metall- und Kunststoffverarbeitung;98693;Ilmenau;Holger Frank;info@meier.de;Gotha;Steinbrück, M.;Aktiv;Ja;28,92;2026-04-28;7;1
KD-0459;Distributionszentrum Gotha GmbH & Co. KG;Logistik und Lager;99867;Gotha;Julia Walter;verwaltung@distributionsz.de;Gotha;Rehberg, U.;Inaktiv;Nein;24,74;2022-01-11;0;0
KD-0460;Tischlerei Kraus AG;Tischlerei und Holzverarbeitung;99086;Erfurt;Nadine Becker;office@tischlerei.de;Erfurt;Kaiser, T.;Aktiv;Ja;33,09;2026-07-06;3;1
KD-0461;Faltschachtel Heilbad Heiligenstadt e.K.;Druck und Verpackung;37308;Heilbad Heiligenstadt;Kerstin Frank;verwaltung@faltschachtel.de;Heilbad Heiligenstadt;Marx, D.;Interessent;Nein;;2024-09-15;0;0
KD-0462;Staßfurter Metallwaren e.K.;Metall- und Kunststoffverarbeitung;39418;Staßfurt;Sabine Horn;verwaltung@stassfurter.de;Aschersleben;Reuter, B.;Aktiv;Nein;31,68;2026-06-25;6;5
KD-0463;Bauunternehmen Kuhn GmbH;Bau und Baunebengewerbe;99734;Nordhausen;Sven Jung;verwaltung@bauunternehmen.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Ja;30,41;2026-08-22;2;0
KD-0464;Schuster Abrechnungsdienste GmbH & Co. KG;Kaufmännische Dienstleistung;99084;Erfurt;Heike Keller;kontakt@schuster.de;Erfurt;Steinbrück, M.;Aktiv;Nein;28,40;2026-04-23;4;0
KD-0465;CNC-Technik Bauer GmbH & Co. KG;CNC-Zerspanung;37308;Heilbad Heiligenstadt;Yvonne Heinrich;office@cnctechnik.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Ja;33,03;2026-01-27;3;2
KD-0466;Verpackungswerk Staßfurt GmbH;Druck und Verpackung;39418;Staßfurt;Patrick Haas;personal@verpackungswer.de;Aschersleben;Reuter, B.;Inaktiv;Nein;30,76;2021-06-05;0;0
KD-0467;Ascherslebener Umschlaglager KG;Logistik und Lager;06449;Aschersleben;Jörg Koch;hr@ascherslebener.de;Aschersleben;Reuter, B.;Interessent;Nein;;2026-08-13;0;0
KD-0468;Präzisionstechnik Friedrich GmbH;Metall- und Kunststoffverarbeitung;99867;Gotha;Anja Engel;hr@praezisionstec.de;Gotha;Rehberg, U.;Aktiv;Nein;27,92;2026-07-28;7;1
KD-0469;Walter Metallverarbeitung KG;Metall- und Kunststoffverarbeitung;06484;Quedlinburg;Silke Werner;personal@walter.de;Aschersleben;Reuter, B.;Inaktiv;Nein;30,90;2020-08-07;0;0
KD-0470;Lehmann Abrechnungsdienste GmbH;Kaufmännische Dienstleistung;99974;Mühlhausen;Elke Schmidt;kontakt@lehmann.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Nein;31,72;2024-12-28;0;0
KD-0471;Faltschachtel Erfurt GmbH;Druck und Verpackung;99084;Erfurt;Simone Engel;kontakt@faltschachtel.de;Erfurt;Pfaff, R.;Aktiv;Ja;27,88;2026-02-15;6;2
KD-0472;Nordhausener Umschlaglager GmbH;Logistik und Lager;99734;Nordhausen;Marcel Schumacher;verwaltung@nordhausener.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;27,88;2019-12-02;0;0
KD-0473;Apoldaer Druckhaus GmbH;Druck und Verpackung;99510;Apolda;Manuela Dietrich;verwaltung@apoldaer.de;Erfurt;Steinbrück, M.;Aktiv;Nein;26,66;2025-12-18;3;2
KD-0474;Fleischwerk Aschersleben OHG;Lebensmittelproduktion;06449;Aschersleben;Sven Friedrich;verwaltung@fleischwerk.de;Aschersleben;Kunze, J.;Aktiv;Ja;25,79;2025-12-10;21;7
KD-0475;Elektrotechnik Schumacher GmbH;Elektro und Anlagenbau;06406;Bernburg;Michael Kaiser;office@elektrotechnik.de;Aschersleben;Kunze, J.;Aktiv;Nein;30,39;2026-05-25;12;2
KD-0476;Möller Präzisionsteile OHG;CNC-Zerspanung;99974;Mühlhausen;Julia Hoffmann;hr@moeller.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Nein;29,45;2025-06-17;0;0
KD-0477;CNC-Technik Hahn OHG;CNC-Zerspanung;99867;Gotha;Jana Klein;office@cnctechnik.de;Gotha;Steinbrück, M.;Interessent;Nein;;2026-06-16;0;0
KD-0478;Kraus Spedition GmbH & Co. KG;Logistik und Lager;07545;Gera;Stefan Schubert;verwaltung@kraus.de;Gera;Steinbrück, M.;Interessent;Nein;;2026-08-28;0;0
KD-0479;Kontraktlogistik Baumann OHG;Logistik und Lager;99885;Ohrdruf;Patrick Winkler;personal@kontraktlogist.de;Gotha;Thiel, K.;Aktiv;Ja;27,43;2026-07-28;4;1
KD-0480;Zerspanungstechnik Erfurt OHG;CNC-Zerspanung;99087;Erfurt;Patrick Engel;kontakt@zerspanungstec.de;Erfurt;Kaiser, T.;Aktiv;Nein;35,60;2026-04-05;6;5
KD-0481;Kaiser Spedition GmbH;Logistik und Lager;07548;Gera;Simone Walter;kontakt@kaiser.de;Gera;Weber, M.;Aktiv;Ja;26,06;2025-11-20;5;2
KD-0482;Weimarer Metallwaren GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99423;Weimar;Yvonne Simon;verwaltung@weimarer.de;Erfurt;Steinbrück, M.;Interessent;Nein;;2026-05-07;0;0
KD-0483;Jenaer Umschlaglager KG;Logistik und Lager;07743;Jena;Katrin Günther;info@jenaer.de;Jena;Steinbrück, M.;Inaktiv;Nein;25,65;2022-04-18;0;0
KD-0484;Saalfelder Metallwaren GmbH & Co. KG;Metall- und Kunststoffverarbeitung;07318;Saalfeld;Simone Möller;hr@saalfelder.de;Jena;Steinbrück, M.;Inaktiv;Nein;27,83;2021-01-20;0;0
KD-0485;Meier Präzisionsteile e.K.;CNC-Zerspanung;99427;Weimar;Jana Otto;verwaltung@meier.de;Erfurt;Steinbrück, M.;Aktiv;Nein;32,52;2026-03-14;4;3
KD-0486;Faltschachtel Jena GmbH & Co. KG;Druck und Verpackung;07743;Jena;Stefan Braun;office@faltschachtel.de;Jena;Grunewald, F.;Aktiv;Ja;29,60;2026-06-10;14;3
KD-0487;Thüringer Kunststoffwerk Mühlhausen GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99974;Mühlhausen;Michael Ludwig;hr@thueringer.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Nein;27,38;2024-06-30;0;0
KD-0488;Geraer Feinmechanik e.K.;CNC-Zerspanung;07548;Gera;Kathrin Roth;hr@geraer.de;Gera;Steinbrück, M.;Inaktiv;Nein;33,26;2023-02-03;0;0
KD-0489;Ziegler Schaltanlagen GmbH & Co. KG;Elektro und Anlagenbau;07745;Jena;Jana Friedrich;kontakt@ziegler.de;Jena;Grunewald, F.;Inaktiv;Nein;34,42;2020-03-03;0;0
KD-0490;Servicecenter Erfurt GmbH;Kaufmännische Dienstleistung;99087;Erfurt;Kevin Frank;verwaltung@servicecenter.de;Erfurt;Steinbrück, M.;Aktiv;Nein;25,84;2026-08-10;6;1
KD-0491;Zerspanungstechnik Stadtroda e.K.;CNC-Zerspanung;07646;Stadtroda;Jana Krüger;hr@zerspanungstec.de;Jena;Grunewald, F.;Aktiv;Ja;31,85;2026-03-22;1;1
KD-0492;Staßfurter Umschlaglager GmbH & Co. KG;Logistik und Lager;39418;Staßfurt;Jörg Schubert;verwaltung@stassfurter.de;Aschersleben;Reuter, B.;Interessent;Nein;;2024-07-24;0;0
KD-0493;Becker Schaltanlagen GmbH & Co KG;Elektro und Anlagenbau;37327;Leinefelde-Worbis;Manuela Roth;kontakt@becker.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;37,76;2025-12-11;6;2
KD-0494;Drehteilewerk Jena GmbH;CNC-Zerspanung;07749;Jena;Marco Brandt;personal@drehteilewerk.de;Jena;Grunewald, F.;Aktiv;Nein;30,82;2025-11-14;5;1
KD-0495;Rudolstadter Umschlaglager AG;Logistik und Lager;07407;Rudolstadt;Petra Hahn;hr@rudolstadter.de;Jena;Steinbrück, M.;Aktiv;Nein;27,58;2026-03-17;13;9
KD-0496;Erfurter Metallwaren GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99086;Erfurt;Steffen Vogt;office@erfurter.de;Erfurt;Pfaff, R.;Aktiv;Ja;27,93;2025-12-16;3;1
KD-0497;Distributionszentrum Erfurt GmbH & Co. KG;Logistik und Lager;99084;Erfurt;Yvonne Richter;verwaltung@distributionsz.de;Erfurt;Lindner, S.;Aktiv;Ja;26,67;2021-02-14;0;0
KD-0498;Verpackungswerk Bad Langensalza AG;Druck und Verpackung;99947;Bad Langensalza;Franziska Ludwig;verwaltung@verpackungswer.de;Gotha;Steinbrück, M.;Inaktiv;Ja;29,51;2019-11-01;0;0
KD-0499;Heinrich Abrechnungsdienste GmbH;Kaufmännische Dienstleistung;07318;Saalfeld;Andreas Schulze;personal@heinrich.de;Jena;Grunewald, F.;Interessent;Nein;;2024-03-22;0;0
KD-0500;Dietrich Verwaltungsservice AG;Kaufmännische Dienstleistung;07545;Gera;Ines Winter;kontakt@dietrich.de;Gera;Bergmann, A.;Inaktiv;Nein;29,37;2023-10-23;0;0
KD-0501;Elektrotechnik Krause e.K.;Elektro und Anlagenbau;99427;Weimar;Holger Sommer;kontakt@elektrotechnik.de;Erfurt;Kaiser, T.;Inaktiv;Nein;36,66;2024-01-05;0;0
KD-0502;Tischlerei Koch KG;Tischlerei und Holzverarbeitung;07745;Jena;Katrin Wagner;hr@tischlerei.de;Jena;Seidel, C.;Inaktiv;Nein;31,98;2021-10-10;0;0
KD-0503;Distributionszentrum Aschersleben KG;Logistik und Lager;06449;Aschersleben;Marco Zimmermann;personal@distributionsz.de;Aschersleben;Reuter, B.;Aktiv;Nein;26,16;2025-12-07;14;10
KD-0504;Verpackungswerk Apolda GmbH & Co. KG;Druck und Verpackung;99510;Apolda;Thomas Fuchs;personal@verpackungswer.de;Erfurt;Pfaff, R.;Aktiv;Ja;27,35;2026-02-11;14;9
KD-0505;Bauunternehmen Horn AG;Bau und Baunebengewerbe;99610;Sömmerda;Uwe Kraus;verwaltung@bauunternehmen.de;Erfurt;Steinbrück, M.;Aktiv;Ja;32,55;2026-01-04;2;1
KD-0506;Druckerei Dietrich GmbH;Druck und Verpackung;39418;Staßfurt;Torsten Schubert;hr@druckerei.de;Aschersleben;Kunze, J.;Inaktiv;Ja;27,70;2023-08-02;0;0
KD-0507;Logistikzentrum Rudolstadt OHG;Logistik und Lager;07407;Rudolstadt;Sabine Jäger;personal@logistikzentru.de;Jena;Steinbrück, M.;Inaktiv;Nein;24,73;2022-10-10;0;0
KD-0508;Kunststofftechnik Erfurt GmbH;Metall- und Kunststoffverarbeitung;99098;Erfurt;Kevin Vogt;office@kunststofftech.de;Erfurt;Lindner, S.;Inaktiv;Nein;31,06;2020-03-24;0;0
KD-0509;Schröder Spedition KG;Logistik und Lager;07749;Jena;Jana Schulze;personal@schroeder.de;Jena;Grunewald, F.;Inaktiv;Nein;24,09;2021-02-09;0;0
KD-0510;Koch Spedition KG;Logistik und Lager;07745;Jena;Steffen Klein;personal@koch.de;Jena;Steinbrück, M.;Aktiv;Nein;26,17;2026-02-10;17;8
KD-0511;Rudolstadter Druckhaus OHG;Druck und Verpackung;07407;Rudolstadt;Simone Werner;hr@rudolstadter.de;Jena;Grunewald, F.;Aktiv;Ja;30,60;2026-04-04;5;3
KD-0512;Günther Offsetdruck e.K.;Druck und Verpackung;37327;Leinefelde-Worbis;Robert Müller;verwaltung@guenther.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;30,23;2026-08-20;10;1
KD-0513;Distributionszentrum Gotha GmbH;Logistik und Lager;99867;Gotha;Nicole Schäfer;hr@distributionsz.de;Gotha;Rehberg, U.;Inaktiv;Nein;24,37;2019-11-25;0;0
KD-0514;Präzisionstechnik Berger GmbH & Co. KG;Metall- und Kunststoffverarbeitung;07407;Rudolstadt;Daniel Ziegler;office@praezisionstec.de;Jena;Steinbrück, M.;Aktiv;Ja;26,85;2026-01-09;1;1
KD-0515;Heilbad Heiligenstadter Metallwaren GmbH;Metall- und Kunststoffverarbeitung;37308;Heilbad Heiligenstadt;Julia Graf;hr@heilbad.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;28,96;2025-11-13;4;2
KD-0516;Kontraktlogistik Winkler OHG;Logistik und Lager;07407;Rudolstadt;Julia Schäfer;personal@kontraktlogist.de;Jena;Steinbrück, M.;Aktiv;Nein;24,79;2026-04-24;7;1
KD-0517;Kunststofftechnik Erfurt KG;Metall- und Kunststoffverarbeitung;99098;Erfurt;Susanne Heinrich;office@kunststofftech.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;27,20;2025-06-16;0;0
KD-0518;Elektrotechnik Fischer GmbH & Co. KG;Elektro und Anlagenbau;07973;Greiz;Elke Fuchs;office@elektrotechnik.de;Gera;Bergmann, A.;Inaktiv;Nein;32,76;2021-05-12;0;0
KD-0519;Kontraktlogistik Pohl AG;Logistik und Lager;99974;Mühlhausen;Andreas Kuhn;info@kontraktlogist.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Nein;24,70;2026-03-04;8;3
KD-0520;Elektrotechnik Friedrich GmbH;Elektro und Anlagenbau;07745;Jena;Stefan Pohl;hr@elektrotechnik.de;Jena;Grunewald, F.;Aktiv;Ja;31,40;2026-05-19;13;1
KD-0521;Trockenbau Wagner GmbH;Bau und Baunebengewerbe;07749;Jena;Marcel Zimmermann;office@trockenbau.de;Jena;Grunewald, F.;Inaktiv;Nein;30,29;2020-09-02;0;0
KD-0522;Gothaer Umschlaglager GmbH & Co. KG;Logistik und Lager;99867;Gotha;Nicole Ziegler;kontakt@gothaer.de;Gotha;Thiel, K.;Interessent;Nein;;2024-09-02;0;0
